viewer_id,login_date,device_type,session_score,login_channel
476,2024-03-18,Mobile,31.5,Facebook
476,2024-02-04,Smart TV,20.7,Facebook
476,2023-09-05,Web,84.7,Email
476,2023-07-06,Gaming Console,34.1,Email
476,2024-08-03,Gaming Console,68.5,Mobile OTP
476,2025-03-18,Mobile,47.0,Apple
476,2024-02-24,Gaming Console,66.8,Email
476,2024-12-19,Web,45.3,Apple
476,2024-03-17,Web,27.0,Email
476,2025-01-16,Tablet,37.8,Google
476,2024-07-17,Web,35.0,Mobile OTP
476,2024-03-24,Smart TV,54.2,Mobile OTP
476,2024-10-14,Gaming Console,72.7,Facebook
476,2023-11-27,Tablet,41.1,Apple
477,2024-04-02,Mobile,68.5,Google
477,2025-04-05,Smart TV,97.0,Mobile OTP
477,2023-09-30,Smart TV,67.2,Apple
477,2024-12-20,Mobile,57.7,Facebook
477,2023-09-22,Web,65.9,Apple
477,2024-08-28,Gaming Console,94.2,Email
477,2025-04-23,Web,86.3,Mobile OTP
477,2024-10-17,Smart TV,45.8,Apple
477,2023-11-13,Gaming Console,39.0,Email
477,2024-11-23,Mobile,41.0,Facebook
477,2025-05-03,Smart TV,60.4,Email
477,2023-08-20,Smart TV,79.5,Apple
477,2024-07-30,Mobile,60.3,Email
477,2024-03-03,Mobile,25.4,Mobile OTP
477,2024-12-08,Tablet,77.9,Email
477,2025-06-19,Tablet,84.5,Mobile OTP
477,2023-11-21,Gaming Console,43.2,Apple
478,2024-12-04,Tablet,79.4,Mobile OTP
478,2023-07-29,Gaming Console,87.7,Facebook
478,2023-11-14,Web,25.1,Apple
478,2024-08-02,Smart TV,22.5,Facebook
478,2023-12-28,Smart TV,40.7,Google
478,2025-03-29,Smart TV,92.1,Facebook
478,2025-03-11,Smart TV,85.9,Google
478,2025-04-19,Web,74.6,Google
478,2025-06-08,Web,76.1,Mobile OTP
478,2025-04-11,Tablet,78.1,Facebook
478,2024-05-19,Mobile,95.4,Google
478,2024-12-02,Smart TV,86.6,Email
478,2025-04-22,Mobile,69.9,Apple
478,2023-08-15,Tablet,73.3,Email
478,2024-04-28,Smart TV,37.1,Email
478,2025-05-07,Tablet,72.6,Google
479,2024-06-29,Web,84.5,Google
479,2023-07-12,Smart TV,60.8,Email
479,2024-09-06,Mobile,98.2,Email
479,2024-11-17,Tablet,42.5,Apple
479,2023-09-29,Smart TV,58.5,Google
479,2023-07-30,Tablet,55.8,Apple
479,2024-08-13,Smart TV,29.7,Google
479,2025-01-27,Smart TV,54.1,Apple
479,2024-11-15,Tablet,43.0,Facebook
479,2024-12-19,Gaming Console,32.8,Email
479,2024-04-12,Web,42.6,Google
479,2024-11-08,Gaming Console,38.7,Mobile OTP
479,2025-03-24,Smart TV,78.7,Apple
479,2025-06-06,Mobile,22.5,Google
479,2023-10-25,Tablet,69.4,Mobile OTP
479,2024-12-26,Smart TV,80.9,Google
479,2024-04-02,Tablet,58.5,Mobile OTP
479,2025-01-16,Tablet,94.5,Mobile OTP
479,2024-04-15,Mobile,76.6,Google
480,2024-01-11,Gaming Console,35.8,Google
480,2023-11-08,Smart TV,82.2,Email
480,2023-10-21,Web,86.6,Mobile OTP
480,2023-12-03,Mobile,48.9,Email
480,2024-11-17,Smart TV,37.1,Email
480,2025-03-30,Mobile,50.8,Apple
480,2025-01-24,Tablet,79.2,Google
480,2024-05-24,Smart TV,53.4,Facebook
480,2024-11-25,Tablet,78.9,Facebook
480,2024-07-14,Tablet,29.1,Apple
480,2024-02-03,Smart TV,84.5,Email
480,2023-12-05,Web,40.3,Google
480,2024-11-25,Gaming Console,39.9,Email
480,2024-08-03,Tablet,67.2,Mobile OTP
480,2023-10-30,Gaming Console,25.6,Apple
480,2023-07-30,Web,22.1,Email
481,2023-12-18,Gaming Console,51.9,Facebook
481,2023-07-25,Mobile,33.6,Email
481,2023-10-13,Web,40.4,Mobile OTP
481,2025-04-02,Mobile,41.1,Facebook
481,2025-05-04,Tablet,64.5,Email
481,2024-01-10,Tablet,52.9,Email
481,2025-01-24,Web,95.8,Apple
481,2024-10-08,Tablet,30.1,Facebook
481,2023-12-26,Tablet,97.9,Email
481,2025-02-17,Tablet,38.5,Google
481,2024-07-21,Gaming Console,81.8,Email
481,2023-06-28,Mobile,47.1,Email
481,2024-03-06,Web,31.4,Mobile OTP
481,2024-09-11,Tablet,88.6,Facebook
481,2024-03-22,Mobile,44.7,Google
481,2023-08-26,Web,72.7,Facebook
482,2024-11-23,Mobile,56.2,Facebook
482,2024-08-01,Web,21.3,Facebook
482,2024-12-05,Mobile,29.4,Facebook
482,2024-04-20,Mobile,34.8,Apple
482,2024-09-15,Tablet,29.1,Google
482,2024-02-19,Tablet,47.3,Google
482,2023-08-07,Gaming Console,97.2,Facebook
482,2025-02-12,Smart TV,60.7,Facebook
482,2025-02-18,Smart TV,70.2,Facebook
482,2023-12-04,Smart TV,48.5,Email
482,2025-06-01,Gaming Console,45.9,Apple
482,2023-11-03,Mobile,21.9,Email
482,2025-06-06,Tablet,60.0,Google
482,2024-07-23,Web,58.7,Email
483,2025-06-11,Gaming Console,59.4,Mobile OTP
483,2025-01-15,Gaming Console,47.1,Mobile OTP
483,2025-01-17,Mobile,31.8,Facebook
483,2023-09-12,Web,64.2,Mobile OTP
483,2024-12-23,Smart TV,80.2,Apple
483,2024-04-01,Tablet,42.6,Apple
483,2024-10-16,Mobile,37.5,Google
483,2025-03-23,Gaming Console,61.8,Google
483,2024-10-02,Tablet,32.4,Apple
483,2024-08-02,Smart TV,73.3,Email
483,2025-02-13,Mobile,68.4,Mobile OTP
483,2023-12-05,Web,27.0,Apple
483,2024-01-09,Gaming Console,22.9,Google
483,2024-08-25,Mobile,69.6,Google
484,2025-02-06,Smart TV,76.7,Google
484,2024-12-28,Web,66.9,Google
484,2023-10-18,Mobile,48.6,Apple
484,2023-12-13,Smart TV,66.2,Google
484,2024-12-08,Web,47.4,Mobile OTP
484,2024-03-22,Smart TV,26.7,Mobile OTP
484,2025-04-16,Web,99.4,Mobile OTP
484,2023-09-03,Smart TV,30.2,Facebook
484,2023-11-06,Web,25.8,Email
484,2023-11-09,Tablet,90.3,Email
484,2025-03-18,Mobile,44.1,Email
484,2023-11-12,Tablet,72.0,Facebook
485,2024-06-19,Gaming Console,87.4,Mobile OTP
485,2024-12-11,Gaming Console,66.7,Facebook
485,2024-10-12,Smart TV,24.9,Mobile OTP
485,2023-07-12,Smart TV,72.4,Mobile OTP
485,2023-10-24,Web,20.7,Email
485,2023-11-03,Smart TV,82.4,Email
485,2024-04-10,Tablet,73.3,Mobile OTP
485,2024-09-13,Gaming Console,44.7,Google
485,2023-08-16,Tablet,43.4,Facebook
485,2023-08-18,Gaming Console,83.9,Email
485,2023-12-23,Tablet,82.7,Google
485,2025-04-21,Tablet,48.2,Google
485,2025-06-05,Tablet,43.9,Google
485,2023-09-08,Tablet,64.8,Email
485,2024-07-16,Gaming Console,20.7,Google
485,2024-12-09,Smart TV,26.6,Apple
485,2025-02-06,Smart TV,30.1,Mobile OTP
486,2024-09-10,Tablet,94.6,Email
486,2024-03-29,Mobile,72.6,Facebook
486,2023-07-12,Tablet,55.1,Google
486,2025-02-20,Web,23.6,Email
486,2025-01-05,Gaming Console,93.6,Mobile OTP
486,2024-10-10,Mobile,57.6,Facebook
486,2023-07-28,Tablet,22.3,Google
486,2023-12-25,Smart TV,75.2,Apple
486,2023-08-27,Gaming Console,58.5,Google
486,2023-10-09,Gaming Console,29.9,Mobile OTP
486,2024-09-27,Smart TV,37.1,Facebook
486,2023-07-06,Mobile,25.2,Mobile OTP
486,2025-06-02,Web,65.9,Facebook
486,2025-05-27,Tablet,69.8,Facebook
486,2023-09-12,Smart TV,60.5,Email
486,2024-12-16,Gaming Console,85.4,Google
487,2024-02-29,Gaming Console,82.7,Mobile OTP
487,2024-11-25,Mobile,85.9,Mobile OTP
487,2023-11-21,Web,77.9,Apple
487,2024-06-12,Smart TV,86.6,Email
487,2024-08-11,Gaming Console,36.1,Email
487,2024-05-16,Tablet,56.2,Google
487,2023-10-24,Mobile,75.3,Google
487,2024-02-24,Mobile,71.0,Mobile OTP
487,2023-10-17,Tablet,77.3,Apple
487,2023-08-06,Smart TV,37.9,Mobile OTP
487,2024-11-13,Mobile,27.9,Mobile OTP
487,2024-09-27,Smart TV,93.3,Email
487,2023-09-24,Mobile,64.8,Apple
487,2025-02-19,Web,32.3,Facebook
487,2023-09-10,Tablet,83.5,Apple
487,2024-01-29,Tablet,93.2,Google
487,2024-07-04,Smart TV,33.6,Apple
487,2025-02-27,Mobile,85.4,Apple
487,2023-10-08,Gaming Console,94.7,Facebook
488,2025-04-23,Smart TV,22.7,Mobile OTP
488,2023-07-14,Tablet,45.6,Email
488,2024-05-04,Tablet,84.8,Google
488,2023-10-12,Gaming Console,75.2,Email
488,2024-10-18,Gaming Console,78.0,Google
488,2023-12-09,Tablet,75.8,Mobile OTP
488,2025-03-30,Smart TV,44.9,Email
488,2024-04-03,Tablet,28.0,Facebook
488,2025-04-03,Tablet,41.8,Google
488,2025-02-17,Smart TV,86.5,Google
488,2023-09-17,Web,98.4,Email
488,2023-10-28,Tablet,59.5,Mobile OTP
488,2023-09-15,Gaming Console,20.8,Apple
488,2023-09-09,Mobile,31.2,Google
488,2025-05-25,Smart TV,45.8,Apple
488,2024-03-14,Smart TV,66.3,Facebook
488,2024-09-19,Mobile,26.0,Apple
488,2023-09-21,Tablet,95.5,Facebook
488,2025-05-01,Web,49.2,Facebook
488,2025-04-29,Web,93.0,Mobile OTP
489,2025-04-11,Smart TV,80.4,Apple
489,2024-09-10,Gaming Console,68.5,Mobile OTP
489,2023-11-04,Smart TV,70.1,Facebook
489,2024-07-18,Smart TV,71.0,Apple
489,2024-09-07,Mobile,70.3,Apple
489,2024-11-04,Web,64.3,Apple
489,2023-10-14,Tablet,98.9,Google
489,2024-10-26,Web,78.6,Google
489,2024-02-02,Gaming Console,82.2,Google
489,2025-02-13,Smart TV,89.8,Facebook
489,2024-03-07,Web,37.3,Facebook
489,2023-09-10,Gaming Console,26.7,Google
489,2025-04-26,Web,58.6,Apple
489,2024-10-22,Web,61.1,Apple
489,2025-05-08,Tablet,86.3,Apple
490,2025-02-08,Mobile,78.8,Mobile OTP
490,2024-11-27,Tablet,28.8,Mobile OTP
490,2023-08-21,Mobile,89.0,Google
490,2023-06-28,Mobile,87.1,Mobile OTP
490,2025-05-09,Gaming Console,72.2,Facebook
490,2023-10-13,Smart TV,60.2,Apple
490,2024-10-18,Mobile,77.7,Facebook
490,2024-02-16,Mobile,20.5,Google
490,2024-04-07,Tablet,67.4,Facebook
490,2024-12-05,Smart TV,87.8,Facebook
490,2025-01-21,Mobile,48.6,Apple
490,2024-06-10,Tablet,28.7,Email
491,2023-08-15,Mobile,78.2,Email
491,2024-08-22,Tablet,28.6,Google
491,2025-05-28,Tablet,36.5,Google
491,2024-01-16,Web,31.8,Mobile OTP
491,2023-09-01,Smart TV,83.8,Apple
491,2025-06-23,Web,25.0,Mobile OTP
491,2023-11-06,Tablet,74.9,Facebook
491,2024-04-03,Mobile,49.3,Apple
491,2024-02-15,Tablet,80.5,Facebook
491,2024-05-01,Gaming Console,97.2,Mobile OTP
491,2024-11-14,Mobile,29.2,Apple
491,2024-04-24,Gaming Console,45.2,Facebook
491,2025-01-27,Web,84.8,Mobile OTP
491,2024-02-25,Smart TV,41.3,Mobile OTP
491,2025-02-02,Gaming Console,37.2,Google
492,2024-10-17,Tablet,94.5,Google
492,2023-12-23,Gaming Console,39.7,Google
492,2024-04-28,Mobile,66.2,Google
492,2024-06-24,Web,42.0,Email
492,2024-07-21,Tablet,85.9,Email
492,2024-07-20,Tablet,20.4,Email
492,2025-02-16,Web,65.2,Facebook
492,2024-04-03,Gaming Console,47.1,Email
492,2024-08-24,Web,45.8,Mobile OTP
492,2024-04-30,Gaming Console,71.6,Mobile OTP
492,2024-08-22,Tablet,88.1,Facebook
492,2024-11-14,Gaming Console,68.7,Facebook
492,2024-12-24,Gaming Console,88.3,Facebook
492,2024-11-21,Mobile,41.2,Mobile OTP
492,2023-12-15,Web,61.6,Google
492,2023-06-29,Tablet,56.0,Email
493,2025-06-22,Gaming Console,64.5,Facebook
493,2023-07-09,Gaming Console,72.9,Google
493,2024-08-08,Web,67.4,Email
493,2025-05-27,Web,78.9,Email
493,2025-04-30,Gaming Console,65.7,Facebook
493,2023-08-09,Mobile,25.3,Email
493,2024-03-08,Web,29.3,Apple
493,2025-03-08,Gaming Console,67.7,Apple
493,2025-03-21,Web,42.0,Email
493,2025-02-14,Mobile,26.4,Email
493,2024-01-28,Gaming Console,54.4,Mobile OTP
493,2023-10-10,Web,64.3,Email
493,2025-03-11,Gaming Console,46.3,Mobile OTP
493,2025-06-06,Mobile,77.6,Facebook
493,2025-04-24,Mobile,71.5,Email
493,2023-12-21,Mobile,46.6,Email
494,2025-02-21,Gaming Console,71.9,Facebook
494,2023-08-06,Web,71.0,Apple
494,2023-10-05,Tablet,64.3,Facebook
494,2025-05-30,Gaming Console,20.9,Apple
494,2024-11-22,Smart TV,75.7,Email
494,2024-03-28,Mobile,50.1,Apple
494,2023-07-16,Gaming Console,95.4,Email
494,2025-06-01,Mobile,85.4,Mobile OTP
494,2024-03-24,Web,67.0,Apple
494,2024-11-20,Tablet,40.2,Mobile OTP
494,2024-10-23,Web,36.3,Facebook
494,2023-08-19,Tablet,47.2,Facebook
494,2025-02-28,Web,58.1,Apple
494,2025-03-24,Web,43.7,Facebook
494,2023-07-19,Smart TV,61.2,Email
494,2024-03-19,Smart TV,33.2,Mobile OTP
494,2023-08-23,Gaming Console,98.2,Mobile OTP
494,2023-08-22,Smart TV,28.6,Google
494,2024-08-16,Mobile,94.6,Email
494,2025-02-10,Tablet,93.1,Mobile OTP
495,2023-10-14,Gaming Console,54.9,Facebook
495,2023-11-07,Web,70.4,Facebook
495,2024-12-21,Gaming Console,47.2,Mobile OTP
495,2024-12-24,Mobile,44.1,Email
495,2024-11-18,Smart TV,66.3,Mobile OTP
495,2024-01-31,Tablet,59.9,Facebook
495,2024-04-22,Smart TV,66.4,Mobile OTP
495,2024-02-28,Tablet,42.9,Mobile OTP
495,2025-01-18,Web,49.4,Google
495,2024-11-16,Mobile,26.7,Apple
495,2024-01-22,Smart TV,24.2,Email
495,2023-10-18,Smart TV,40.3,Google
496,2025-04-01,Smart TV,28.3,Email
496,2023-07-20,Smart TV,85.0,Facebook
496,2024-12-27,Gaming Console,23.1,Email
496,2024-06-28,Mobile,72.7,Google
496,2023-07-04,Tablet,41.8,Apple
496,2025-02-24,Smart TV,89.7,Facebook
496,2024-11-05,Smart TV,58.8,Google
496,2025-03-28,Smart TV,44.4,Email
496,2024-08-05,Gaming Console,61.4,Email
496,2025-02-22,Web,50.6,Mobile OTP
496,2025-04-28,Mobile,65.1,Apple
496,2024-06-27,Mobile,29.2,Facebook
496,2024-11-26,Gaming Console,99.8,Facebook
496,2024-05-01,Web,54.0,Facebook
496,2023-10-19,Web,47.9,Apple
496,2025-06-07,Mobile,76.8,Google
496,2024-07-12,Gaming Console,49.1,Facebook
497,2025-06-10,Web,21.7,Apple
497,2023-09-26,Mobile,61.6,Mobile OTP
497,2023-11-28,Mobile,51.3,Facebook
497,2024-09-21,Gaming Console,66.2,Google
497,2023-12-04,Mobile,76.2,Google
497,2023-11-08,Gaming Console,70.7,Facebook
497,2024-12-23,Web,98.8,Mobile OTP
497,2024-08-08,Smart TV,31.1,Google
497,2025-03-03,Mobile,54.4,Mobile OTP
497,2025-02-12,Mobile,54.0,Apple
497,2024-06-03,Tablet,53.4,Facebook
497,2024-02-10,Mobile,73.1,Apple
497,2024-10-08,Mobile,59.2,Email
497,2025-02-20,Smart TV,61.4,Google
497,2023-10-25,Mobile,54.6,Email
497,2025-02-03,Tablet,99.3,Facebook
497,2024-10-11,Gaming Console,94.2,Mobile OTP
497,2023-11-16,Tablet,44.6,Apple
497,2023-09-14,Mobile,28.9,Google
497,2023-08-22,Smart TV,87.2,Mobile OTP
498,2024-09-09,Tablet,66.0,Mobile OTP
498,2025-03-06,Mobile,96.0,Mobile OTP
498,2023-07-17,Gaming Console,88.7,Mobile OTP
498,2024-01-19,Smart TV,38.3,Facebook
498,2024-07-26,Web,37.6,Apple
498,2023-08-13,Tablet,36.1,Mobile OTP
498,2024-09-05,Gaming Console,93.8,Email
498,2024-12-31,Web,88.2,Google
498,2024-02-07,Tablet,82.0,Facebook
498,2024-08-03,Gaming Console,51.4,Mobile OTP
498,2024-10-05,Tablet,60.4,Facebook
498,2023-07-20,Mobile,57.1,Email
498,2024-01-09,Mobile,40.3,Google
498,2025-06-09,Gaming Console,60.4,Mobile OTP
498,2024-08-12,Mobile,22.4,Mobile OTP
498,2024-08-12,Mobile,30.5,Apple
498,2025-01-24,Web,90.9,Email
498,2023-07-30,Tablet,80.1,Email
498,2024-02-11,Mobile,53.8,Email
499,2025-05-16,Mobile,72.8,Mobile OTP
499,2023-07-03,Gaming Console,86.9,Mobile OTP
499,2024-03-13,Smart TV,77.5,Facebook
499,2024-01-19,Mobile,61.9,Google
499,2024-04-13,Tablet,23.6,Google
499,2023-11-16,Tablet,94.7,Facebook
499,2024-12-27,Web,76.4,Email
499,2024-12-08,Tablet,79.7,Google
499,2025-06-07,Tablet,83.6,Mobile OTP
499,2024-11-21,Tablet,79.8,Mobile OTP
499,2023-09-06,Smart TV,55.3,Mobile OTP
499,2024-04-19,Web,78.7,Email
499,2024-12-20,Mobile,70.0,Email
499,2023-09-08,Web,88.3,Email
499,2025-02-06,Tablet,84.2,Apple
499,2023-10-14,Mobile,23.3,Apple
499,2024-08-29,Gaming Console,50.3,Facebook
500,2024-04-01,Gaming Console,28.2,Facebook
500,2024-08-28,Mobile,68.1,Google
500,2025-03-10,Tablet,89.9,Email
500,2024-01-25,Smart TV,29.6,Apple
500,2023-10-15,Smart TV,56.1,Apple
500,2024-05-30,Smart TV,92.9,Facebook
500,2025-04-04,Gaming Console,85.1,Google
500,2023-09-03,Web,61.6,Google
500,2024-12-03,Gaming Console,81.7,Email
500,2025-04-03,Tablet,61.8,Apple
500,2025-02-06,Web,32.6,Apple
500,2024-10-17,Tablet,30.0,Email
500,2025-01-09,Mobile,35.1,Apple
501,2023-10-22,Tablet,94.4,Email
501,2025-05-31,Mobile,84.0,Facebook
501,2024-07-08,Smart TV,54.6,Apple
501,2024-12-10,Smart TV,59.4,Facebook
501,2024-10-15,Smart TV,41.2,Facebook
501,2025-05-06,Mobile,76.3,Email
501,2024-03-02,Gaming Console,84.2,Mobile OTP
501,2025-01-21,Tablet,39.1,Apple
501,2024-02-29,Mobile,23.3,Google
501,2024-03-16,Mobile,69.9,Facebook
501,2025-03-13,Smart TV,65.0,Google
501,2024-05-06,Smart TV,52.2,Email
501,2025-04-08,Mobile,71.5,Facebook
502,2025-01-12,Smart TV,89.0,Mobile OTP
502,2024-04-05,Gaming Console,91.1,Email
502,2023-11-26,Mobile,57.4,Apple
502,2024-09-15,Gaming Console,72.6,Apple
502,2023-08-20,Mobile,91.6,Google
502,2023-10-16,Web,51.4,Apple
502,2024-09-27,Web,96.9,Facebook
502,2024-06-24,Smart TV,53.3,Facebook
502,2025-02-04,Gaming Console,68.1,Google
502,2023-10-09,Tablet,76.8,Apple
502,2025-03-24,Mobile,96.0,Google
502,2024-07-30,Tablet,39.6,Apple
502,2025-06-04,Mobile,79.7,Apple
502,2025-01-18,Gaming Console,61.7,Email
502,2023-08-29,Gaming Console,41.5,Email
502,2023-09-03,Tablet,82.1,Apple
502,2024-02-11,Tablet,64.2,Apple
502,2025-05-09,Smart TV,72.9,Apple
503,2023-10-23,Mobile,83.5,Facebook
503,2024-01-17,Smart TV,48.8,Google
503,2024-03-18,Tablet,95.1,Apple
503,2023-08-31,Smart TV,62.7,Email
503,2023-11-04,Tablet,67.7,Facebook
503,2025-01-11,Tablet,22.5,Mobile OTP
503,2024-01-01,Gaming Console,33.6,Facebook
503,2024-06-06,Tablet,70.6,Facebook
503,2023-12-31,Tablet,53.6,Facebook
503,2025-03-28,Web,60.7,Facebook
503,2024-10-14,Gaming Console,25.0,Mobile OTP
503,2023-10-07,Web,86.7,Facebook
503,2023-09-25,Tablet,82.8,Apple
504,2024-08-15,Gaming Console,30.8,Mobile OTP
504,2023-07-25,Mobile,59.7,Google
504,2025-03-15,Mobile,33.5,Google
504,2024-04-15,Gaming Console,30.1,Email
504,2025-03-14,Web,94.6,Google
504,2025-04-27,Gaming Console,68.4,Mobile OTP
504,2023-09-29,Tablet,72.8,Mobile OTP
504,2024-03-21,Web,52.1,Email
504,2025-03-05,Smart TV,92.7,Email
504,2025-05-22,Tablet,71.0,Apple
504,2024-03-26,Smart TV,81.5,Apple
504,2024-11-06,Tablet,49.5,Apple
504,2024-06-30,Tablet,96.8,Facebook
505,2024-01-05,Mobile,62.8,Email
505,2025-03-28,Tablet,47.9,Apple
505,2024-11-06,Mobile,30.6,Google
505,2024-09-22,Mobile,41.3,Mobile OTP
505,2024-10-09,Web,55.1,Mobile OTP
505,2024-12-19,Tablet,22.4,Mobile OTP
505,2023-12-22,Tablet,81.7,Email
505,2025-02-16,Mobile,69.7,Mobile OTP
505,2023-07-02,Mobile,68.1,Mobile OTP
505,2025-03-11,Smart TV,63.7,Apple
505,2024-01-25,Mobile,67.2,Google
505,2023-10-20,Web,94.8,Email
506,2024-04-13,Smart TV,54.3,Email
506,2023-08-19,Tablet,52.6,Mobile OTP
506,2024-04-05,Tablet,29.1,Google
506,2024-05-29,Gaming Console,74.1,Email
506,2023-09-03,Web,76.2,Facebook
506,2024-06-01,Gaming Console,77.7,Mobile OTP
506,2024-10-08,Smart TV,78.3,Mobile OTP
506,2025-04-14,Smart TV,20.0,Email
506,2024-05-31,Web,96.3,Apple
506,2023-08-28,Web,85.1,Facebook
506,2024-12-12,Mobile,92.3,Google
506,2025-04-27,Smart TV,21.3,Apple
506,2025-05-01,Gaming Console,94.7,Email
506,2025-01-08,Smart TV,84.8,Google
507,2023-11-19,Gaming Console,27.5,Apple
507,2024-02-22,Gaming Console,79.1,Email
507,2024-02-13,Smart TV,96.8,Mobile OTP
507,2025-06-24,Tablet,74.3,Email
507,2024-06-16,Gaming Console,65.6,Mobile OTP
507,2024-11-21,Web,95.7,Facebook
507,2024-06-09,Web,55.4,Email
507,2024-01-16,Web,67.9,Google
507,2023-07-24,Gaming Console,58.1,Facebook
507,2023-10-18,Smart TV,94.6,Mobile OTP
507,2024-06-04,Tablet,26.1,Mobile OTP
507,2024-10-06,Gaming Console,60.1,Google
507,2024-02-16,Gaming Console,75.0,Facebook
507,2023-07-19,Gaming Console,83.4,Google
507,2024-09-08,Mobile,66.6,Mobile OTP
507,2024-03-30,Web,92.7,Mobile OTP
507,2025-05-11,Web,95.4,Apple
508,2024-03-17,Mobile,70.5,Apple
508,2024-05-06,Smart TV,67.7,Facebook
508,2024-06-07,Tablet,45.5,Email
508,2023-08-05,Tablet,56.1,Apple
508,2025-03-22,Smart TV,39.8,Google
508,2025-05-23,Web,83.2,Google
508,2024-11-07,Mobile,70.8,Apple
508,2024-01-10,Tablet,62.6,Facebook
508,2024-10-03,Mobile,51.4,Mobile OTP
508,2023-08-27,Mobile,43.3,Mobile OTP
508,2023-08-16,Gaming Console,85.8,Facebook
508,2024-04-18,Web,56.1,Apple
508,2024-01-31,Smart TV,60.1,Google
508,2024-11-28,Mobile,61.7,Google
509,2025-03-24,Web,29.6,Mobile OTP
509,2024-07-14,Smart TV,27.9,Apple
509,2024-10-28,Tablet,80.6,Apple
509,2024-01-02,Tablet,37.9,Google
509,2025-02-23,Smart TV,24.5,Mobile OTP
509,2023-09-02,Web,83.8,Facebook
509,2025-04-16,Web,32.3,Mobile OTP
509,2024-03-03,Web,70.0,Facebook
509,2024-12-28,Gaming Console,47.1,Facebook
509,2023-10-25,Web,30.1,Email
509,2024-03-08,Gaming Console,53.2,Apple
509,2024-04-28,Gaming Console,21.2,Facebook
509,2024-06-08,Web,87.3,Facebook
509,2024-11-11,Mobile,61.1,Apple
509,2023-10-22,Smart TV,31.1,Mobile OTP
509,2024-11-17,Tablet,39.0,Email
509,2024-03-12,Web,55.8,Facebook
509,2024-11-14,Web,35.1,Mobile OTP
509,2024-04-06,Tablet,41.5,Google
509,2023-07-04,Gaming Console,62.8,Email
510,2025-01-19,Web,52.1,Google
510,2024-09-05,Mobile,77.4,Facebook
510,2023-08-22,Mobile,90.1,Apple
510,2024-10-27,Mobile,37.3,Mobile OTP
510,2024-09-19,Mobile,84.6,Google
510,2024-02-18,Gaming Console,80.6,Facebook
510,2025-06-17,Web,48.6,Mobile OTP
510,2025-05-13,Tablet,99.2,Mobile OTP
510,2024-12-21,Gaming Console,41.0,Email
510,2024-12-16,Web,40.4,Google
510,2024-02-13,Mobile,81.8,Apple
510,2023-10-15,Gaming Console,54.8,Mobile OTP
510,2024-05-27,Smart TV,46.5,Email
510,2023-10-12,Smart TV,34.3,Mobile OTP
510,2025-03-19,Tablet,81.2,Mobile OTP
510,2023-09-18,Mobile,82.9,Mobile OTP
510,2025-06-05,Tablet,65.3,Google
510,2024-04-19,Web,96.6,Email
510,2024-07-11,Smart TV,45.5,Email
511,2023-06-29,Mobile,44.8,Mobile OTP
511,2024-05-21,Tablet,61.8,Mobile OTP
511,2025-02-24,Gaming Console,73.1,Apple
511,2023-09-26,Tablet,50.5,Mobile OTP
511,2024-05-20,Mobile,77.6,Email
511,2025-06-04,Mobile,46.9,Facebook
511,2023-09-06,Mobile,43.2,Email
511,2023-12-03,Mobile,63.3,Facebook
511,2025-06-11,Web,21.9,Facebook
511,2024-04-29,Tablet,26.4,Google
511,2024-07-30,Smart TV,53.4,Google
511,2023-10-26,Smart TV,95.4,Google
511,2024-03-28,Mobile,77.7,Facebook
512,2024-03-07,Tablet,94.8,Mobile OTP
512,2025-05-23,Smart TV,87.3,Apple
512,2025-06-06,Smart TV,71.5,Google
512,2024-08-21,Tablet,68.7,Apple
512,2023-07-07,Smart TV,57.4,Apple
512,2025-02-10,Web,70.1,Email
512,2023-07-08,Web,83.6,Facebook
512,2025-04-12,Smart TV,97.5,Google
512,2024-06-28,Mobile,57.4,Email
512,2025-03-22,Web,65.9,Google
512,2024-11-19,Smart TV,55.6,Facebook
512,2024-10-13,Smart TV,73.5,Google
512,2024-05-25,Gaming Console,70.4,Google
512,2024-04-21,Mobile,21.4,Apple
512,2024-03-10,Tablet,63.3,Mobile OTP
512,2024-07-27,Smart TV,27.1,Email
512,2024-07-13,Gaming Console,22.1,Email
512,2025-01-06,Gaming Console,83.3,Facebook
512,2023-09-17,Smart TV,40.7,Facebook
512,2023-11-02,Web,47.3,Apple
513,2024-05-05,Smart TV,79.8,Mobile OTP
513,2023-11-03,Gaming Console,31.1,Email
513,2024-09-03,Mobile,40.2,Facebook
513,2024-07-27,Smart TV,78.5,Mobile OTP
513,2024-03-31,Gaming Console,33.2,Apple
513,2025-03-05,Web,48.1,Google
513,2024-11-11,Tablet,41.2,Email
513,2024-05-11,Mobile,48.0,Mobile OTP
513,2024-01-20,Tablet,76.7,Email
513,2024-09-22,Gaming Console,49.4,Email
513,2025-05-03,Web,64.4,Mobile OTP
513,2025-03-14,Tablet,28.0,Apple
513,2025-06-23,Web,84.4,Email
513,2025-02-05,Mobile,49.6,Apple
513,2023-09-10,Tablet,71.9,Apple
513,2024-10-13,Mobile,78.0,Google
513,2024-09-19,Smart TV,36.8,Google
513,2024-04-22,Gaming Console,90.8,Google
513,2024-06-23,Mobile,69.3,Google
514,2024-12-27,Tablet,57.0,Apple
514,2025-05-04,Mobile,25.9,Google
514,2023-09-07,Web,98.2,Email
514,2024-05-16,Web,87.5,Facebook
514,2024-08-24,Mobile,34.3,Mobile OTP
